LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN
test_database#company_office#Office_locations.csv,company_id,test_database#company_office#Companies.csv,id
test_database#concert_singer#concert.csv,Stadium_ID,test_database#concert_singer#stadium.csv,Stadium_ID
test_database#concert_singer#singer_in_concert.csv,concert_ID,test_database#concert_singer#concert.csv,concert_ID
test_database#concert_singer#singer_in_concert.csv,Singer_ID,test_database#concert_singer#singer.csv,Singer_ID
test_database#conference#staff.csv,Institution_ID,test_database#conference#institution.csv,Institution_ID
test_database#conference#conference_participation.csv,staff_ID,test_database#conference#staff.csv,staff_ID
test_database#conference#conference_participation.csv,Conference_ID,test_database#conference#conference.csv,Conference_ID
test_database#country_language#official_languages.csv,language_id,test_database#country_language#languages.csv,id
test_database#country_language#official_languages.csv,country_id,test_database#country_language#countries.csv,id
test_database#county_public_safety#city.csv,County_ID,test_database#county_public_safety#county_public_safety.csv,County_ID
test_database#course_teach#course_arrange.csv,Course_ID,test_database#course_teach#course.csv,Course_ID
test_database#course_teach#course_arrange.csv,Teacher_ID,test_database#course_teach#teacher.csv,Teacher_ID
test_database#cre_Doc_Control_Systems#Documents.csv,document_type_code,test_database#cre_Doc_Control_Systems#Ref_Document_Types.csv,document_type_code
test_database#cre_Doc_Control_Systems#Documents.csv,document_status_code,test_database#cre_Doc_Control_Systems#Ref_Document_Status.csv,document_status_code
test_database#cre_Doc_Control_Systems#Documents.csv,shipping_agent_code,test_database#cre_Doc_Control_Systems#Ref_Shipping_Agents.csv,shipping_agent_code
test_database#cre_Doc_Control_Systems#Employees.csv,role_code,test_database#cre_Doc_Control_Systems#Roles.csv,role_code
test_database#cre_Doc_Control_Systems#Document_Drafts.csv,document_id,test_database#cre_Doc_Control_Systems#Documents.csv,document_id
test_database#cre_Doc_Control_Systems#Circulation_History.csv,employee_id,test_database#cre_Doc_Control_Systems#Employees.csv,employee_id
test_database#cre_Doc_Control_Systems#Documents_Mailed.csv,document_id,test_database#cre_Doc_Control_Systems#Documents.csv,document_id
test_database#cre_Doc_Control_Systems#Documents_Mailed.csv,mailed_to_address_id,test_database#cre_Doc_Control_Systems#Addresses.csv,address_id
test_database#cre_Doc_Template_Mgt#Templates.csv,Template_Type_Code,test_database#cre_Doc_Template_Mgt#Ref_Template_Types.csv,Template_Type_Code
test_database#cre_Doc_Template_Mgt#Documents.csv,Template_ID,test_database#cre_Doc_Template_Mgt#Templates.csv,Template_ID
test_database#cre_Doc_Template_Mgt#Paragraphs.csv,Document_ID,test_database#cre_Doc_Template_Mgt#Documents.csv,Document_ID
test_database#cre_Doc_Tracking_DB#All_Documents.csv,Document_Type_Code,test_database#cre_Doc_Tracking_DB#Ref_Document_Types.csv,Document_Type_Code
test_database#cre_Doc_Tracking_DB#All_Documents.csv,Date_Stored,test_database#cre_Doc_Tracking_DB#Ref_Calendar.csv,Calendar_Date
test_database#cre_Doc_Tracking_DB#Employees.csv,Role_Code,test_database#cre_Doc_Tracking_DB#Roles.csv,Role_Code
test_database#cre_Doc_Tracking_DB#Document_Locations.csv,Location_Code,test_database#cre_Doc_Tracking_DB#Ref_Locations.csv,Location_Code
test_database#cre_Doc_Tracking_DB#Document_Locations.csv,Date_in_Location_From,test_database#cre_Doc_Tracking_DB#Ref_Calendar.csv,Calendar_Date
test_database#cre_Doc_Tracking_DB#Document_Locations.csv,Date_in_Locaton_To,test_database#cre_Doc_Tracking_DB#Ref_Calendar.csv,Calendar_Date
test_database#cre_Doc_Tracking_DB#Document_Locations.csv,Document_ID,test_database#cre_Doc_Tracking_DB#All_Documents.csv,Document_ID
test_database#cre_Doc_Tracking_DB#Documents_to_be_Destroyed.csv,Destroyed_by_Employee_ID,test_database#cre_Doc_Tracking_DB#Employees.csv,Employee_ID
test_database#cre_Doc_Tracking_DB#Documents_to_be_Destroyed.csv,Destruction_Authorised_by_Employee_ID,test_database#cre_Doc_Tracking_DB#Employees.csv,Employee_ID
test_database#cre_Doc_Tracking_DB#Documents_to_be_Destroyed.csv,Planned_Destruction_Date,test_database#cre_Doc_Tracking_DB#Ref_Calendar.csv,Calendar_Date
test_database#cre_Doc_Tracking_DB#Documents_to_be_Destroyed.csv,Actual_Destruction_Date,test_database#cre_Doc_Tracking_DB#Ref_Calendar.csv,Calendar_Date
test_database#cre_Doc_Tracking_DB#Documents_to_be_Destroyed.csv,Document_ID,test_database#cre_Doc_Tracking_DB#All_Documents.csv,Document_ID
test_database#cre_Doc_Workflow#Documents.csv,author_name,test_database#cre_Doc_Workflow#Authors.csv,author_name
test_database#cre_Doc_Workflow#Documents_Processes.csv,document_id,test_database#cre_Doc_Workflow#Documents.csv,document_id
test_database#cre_Doc_Workflow#Documents_Processes.csv,process_id,test_database#cre_Doc_Workflow#Business_Processes.csv,process_id
test_database#cre_Doc_Workflow#Documents_Processes.csv,process_outcome_code,test_database#cre_Doc_Workflow#Process_Outcomes.csv,process_outcome_code
test_database#cre_Doc_Workflow#Documents_Processes.csv,process_status_code,test_database#cre_Doc_Workflow#Process_Status.csv,process_status_code
test_database#cre_Doc_Workflow#Staff_in_Processes.csv,staff_id,test_database#cre_Doc_Workflow#Staff.csv,staff_id
test_database#cre_Doc_Workflow#Staff_in_Processes.csv,staff_role_code,test_database#cre_Doc_Workflow#Ref_Staff_Roles.csv,staff_role_code
test_database#cre_Doc_and_collections#Documents_in_Collections.csv,Document_Object_ID,test_database#cre_Doc_and_collections#Document_Objects.csv,Document_Object_ID
test_database#cre_Doc_and_collections#Documents_in_Collections.csv,Collection_ID,test_database#cre_Doc_and_collections#Collections.csv,Collection_ID
test_database#cre_Doc_and_collections#Document_Subset_Members.csv,Document_Object_ID,test_database#cre_Doc_and_collections#Document_Objects.csv,Document_Object_ID
test_database#cre_Doc_and_collections#Document_Subset_Members.csv,Document_Subset_ID,test_database#cre_Doc_and_collections#Document_Subsets.csv,Document_Subset_ID
test_database#cre_Doc_and_collections#Collection_Subset_Members.csv,Collection_ID,test_database#cre_Doc_and_collections#Collections.csv,Collection_ID
test_database#cre_Doc_and_collections#Collection_Subset_Members.csv,Related_Collection_ID,test_database#cre_Doc_and_collections#Collections.csv,Collection_ID
test_database#cre_Doc_and_collections#Collection_Subset_Members.csv,Collection_Subset_ID,test_database#cre_Doc_and_collections#Collection_Subsets.csv,Collection_Subset_ID
test_database#cre_Docs_and_Epenses#Documents.csv,Document_Type_Code,test_database#cre_Docs_and_Epenses#Ref_Document_Types.csv,Document_Type_Code
test_database#cre_Docs_and_Epenses#Documents.csv,Project_ID,test_database#cre_Docs_and_Epenses#Projects.csv,Project_ID
test_database#cre_Docs_and_Epenses#Statements.csv,Statement_ID,test_database#cre_Docs_and_Epenses#Documents.csv,Document_ID
test_database#cre_Docs_and_Epenses#Documents_with_Expenses.csv,Budget_Type_Code,test_database#cre_Docs_and_Epenses#Ref_Budget_Codes.csv,Budget_Type_Code
test_database#cre_Docs_and_Epenses#Documents_with_Expenses.csv,Document_ID,test_database#cre_Docs_and_Epenses#Documents.csv,Document_ID
test_database#cre_Docs_and_Epenses#Accounts.csv,Statement_ID,test_database#cre_Docs_and_Epenses#Statements.csv,Statement_ID
test_database#cre_Drama_Workshop_Groups#Clients.csv,Address_ID,test_database#cre_Drama_Workshop_Groups#Addresses.csv,Address_ID
test_database#cre_Drama_Workshop_Groups#Drama_Workshop_Groups.csv,Address_ID,test_database#cre_Drama_Workshop_Groups#Addresses.csv,Address_ID
test_database#cre_Drama_Workshop_Groups#Performers.csv,Address_ID,test_database#cre_Drama_Workshop_Groups#Addresses.csv,Address_ID
test_database#cre_Drama_Workshop_Groups#Customers.csv,Address_ID,test_database#cre_Drama_Workshop_Groups#Addresses.csv,Address_ID
test_database#cre_Drama_Workshop_Groups#Stores.csv,Address_ID,test_database#cre_Drama_Workshop_Groups#Addresses.csv,Address_ID
test_database#cre_Drama_Workshop_Groups#Stores.csv,Marketing_Region_Code,test_database#cre_Drama_Workshop_Groups#Marketing_Regions.csv,Marketing_Region_Code
test_database#cre_Drama_Workshop_Groups#Bookings.csv,Customer_ID,test_database#cre_Drama_Workshop_Groups#Clients.csv,Client_ID
test_database#cre_Drama_Workshop_Groups#Bookings.csv,Workshop_Group_ID,test_database#cre_Drama_Workshop_Groups#Drama_Workshop_Groups.csv,Workshop_Group_ID
test_database#cre_Drama_Workshop_Groups#Performers_in_Bookings.csv,Performer_ID,test_database#cre_Drama_Workshop_Groups#Performers.csv,Performer_ID
test_database#cre_Drama_Workshop_Groups#Performers_in_Bookings.csv,Order_ID,test_database#cre_Drama_Workshop_Groups#Bookings.csv,Booking_ID
test_database#cre_Drama_Workshop_Groups#Customer_Orders.csv,Customer_ID,test_database#cre_Drama_Workshop_Groups#Customers.csv,Customer_ID
test_database#cre_Drama_Workshop_Groups#Customer_Orders.csv,Store_ID,test_database#cre_Drama_Workshop_Groups#Stores.csv,Store_ID
test_database#cre_Drama_Workshop_Groups#Order_Items.csv,Order_ID,test_database#cre_Drama_Workshop_Groups#Customer_Orders.csv,Order_ID
test_database#cre_Drama_Workshop_Groups#Order_Items.csv,Product_ID,test_database#cre_Drama_Workshop_Groups#Products.csv,Product_ID
test_database#cre_Drama_Workshop_Groups#Invoices.csv,Order_ID,test_database#cre_Drama_Workshop_Groups#Customer_Orders.csv,Order_ID
test_database#cre_Drama_Workshop_Groups#Invoices.csv,Order_ID,test_database#cre_Drama_Workshop_Groups#Bookings.csv,Booking_ID
test_database#cre_Drama_Workshop_Groups#Invoices.csv,payment_method_code,test_database#cre_Drama_Workshop_Groups#Ref_Payment_Methods.csv,payment_method_code
test_database#cre_Drama_Workshop_Groups#Services.csv,Workshop_Group_ID,test_database#cre_Drama_Workshop_Groups#Drama_Workshop_Groups.csv,Workshop_Group_ID
test_database#cre_Drama_Workshop_Groups#Services.csv,Service_Type_Code,test_database#cre_Drama_Workshop_Groups#Ref_Service_Types.csv,Service_Type_Code
test_database#cre_Drama_Workshop_Groups#Bookings_Services.csv,Order_ID,test_database#cre_Drama_Workshop_Groups#Bookings.csv,Booking_ID
test_database#cre_Drama_Workshop_Groups#Bookings_Services.csv,Product_ID,test_database#cre_Drama_Workshop_Groups#Services.csv,Service_ID
test_database#cre_Drama_Workshop_Groups#Invoice_Items.csv,Order_Item_ID,test_database#cre_Drama_Workshop_Groups#Order_Items.csv,Order_Item_ID
test_database#cre_Drama_Workshop_Groups#Invoice_Items.csv,Invoice_ID,test_database#cre_Drama_Workshop_Groups#Invoices.csv,Invoice_ID
test_database#cre_Students_Information_Systems#Transcripts.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Behaviour_Monitoring.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Student_Events.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Student_Events.csv,event_type_code,test_database#cre_Students_Information_Systems#Ref_Event_Types.csv,event_type_code
test_database#cre_Students_Information_Systems#Student_Loans.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Classes.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Classes.csv,teacher_id,test_database#cre_Students_Information_Systems#Teachers.csv,teacher_id
test_database#cre_Students_Information_Systems#Students_Addresses.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Students_Addresses.csv,address_id,test_database#cre_Students_Information_Systems#Addresses.csv,address_id
test_database#cre_Students_Information_Systems#Students_Addresses.csv,address_type_code,test_database#cre_Students_Information_Systems#Ref_Address_Types.csv,address_type_code
test_database#cre_Students_Information_Systems#Detention.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Detention.csv,detention_type_code,test_database#cre_Students_Information_Systems#Ref_Detention_Type.csv,detention_type_code
test_database#cre_Students_Information_Systems#Achievements.csv,student_id,test_database#cre_Students_Information_Systems#Students.csv,student_id
test_database#cre_Students_Information_Systems#Achievements.csv,achievement_type_code,test_database#cre_Students_Information_Systems#Ref_Achievement_Type.csv,achievement_type_code
test_database#cre_Theme_park#Hotels.csv,star_rating_code,test_database#cre_Theme_park#Ref_Hotel_Star_Ratings.csv,star_rating_code
test_database#cre_Theme_park#Tourist_Attractions.csv,Location_ID,test_database#cre_Theme_park#Locations.csv,Location_ID
test_database#cre_Theme_park#Tourist_Attractions.csv,Attraction_Type_Code,test_database#cre_Theme_park#Ref_Attraction_Types.csv,Attraction_Type_Code
test_database#cre_Theme_park#Street_Markets.csv,Market_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Shops.csv,Shop_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Museums.csv,Museum_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Royal_Family.csv,Royal_Family_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Theme_Parks.csv,Theme_Park_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Visits.csv,Tourist_Attraction_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Visits.csv,Tourist_ID,test_database#cre_Theme_park#Visitors.csv,Tourist_ID
test_database#cre_Theme_park#Photos.csv,Tourist_Attraction_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Staff.csv,Tourist_Attraction_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Tourist_Attraction_Features.csv,Tourist_Attraction_ID,test_database#cre_Theme_park#Tourist_Attractions.csv,Tourist_Attraction_ID
test_database#cre_Theme_park#Tourist_Attraction_Features.csv,Feature_ID,test_database#cre_Theme_park#Features.csv,Feature_ID
test_database#csu_1#csu_fees.csv,Campus,test_database#csu_1#Campuses.csv,Id
test_database#csu_1#degrees.csv,Campus,test_database#csu_1#Campuses.csv,Id
test_database#csu_1#discipline_enrollments.csv,Campus,test_database#csu_1#Campuses.csv,Id
test_database#csu_1#enrollments.csv,Campus,test_database#csu_1#Campuses.csv,Id
test_database#csu_1#faculty.csv,Campus,test_database#csu_1#Campuses.csv,Id
test_database#culture_company#culture_company.csv,book_club_id,test_database#culture_company#book_club.csv,book_club_id
test_database#culture_company#culture_company.csv,movie_id,test_database#culture_company#movie.csv,movie_id
test_database#customer_complaints#Complaints.csv,staff_id,test_database#customer_complaints#Staff.csv,staff_id
test_database#customer_complaints#Complaints.csv,product_id,test_database#customer_complaints#Products.csv,product_id
test_database#customer_complaints#Complaints.csv,customer_id,test_database#customer_complaints#Customers.csv,customer_id
test_database#customer_deliveries#Regular_Orders.csv,distributer_id,test_database#customer_deliveries#Customers.csv,customer_id
test_database#customer_deliveries#Regular_Order_Products.csv,product_id,test_database#customer_deliveries#Products.csv,product_id
test_database#customer_deliveries#Regular_Order_Products.csv,regular_order_id,test_database#customer_deliveries#Regular_Orders.csv,regular_order_id
test_database#customer_deliveries#Actual_Orders.csv,regular_order_id,test_database#customer_deliveries#Regular_Orders.csv,regular_order_id
test_database#customer_deliveries#Actual_Order_Products.csv,product_id,test_database#customer_deliveries#Products.csv,product_id
test_database#customer_deliveries#Actual_Order_Products.csv,actual_order_id,test_database#customer_deliveries#Actual_Orders.csv,actual_order_id
test_database#customer_deliveries#Customer_Addresses.csv,customer_id,test_database#customer_deliveries#Customers.csv,customer_id
test_database#customer_deliveries#Customer_Addresses.csv,address_id,test_database#customer_deliveries#Addresses.csv,address_id
test_database#customer_deliveries#Delivery_Route_Locations.csv,location_address_id,test_database#customer_deliveries#Addresses.csv,address_id
test_database#customer_deliveries#Delivery_Route_Locations.csv,route_id,test_database#customer_deliveries#Delivery_Routes.csv,route_id
test_database#customer_deliveries#Employees.csv,employee_address_id,test_database#customer_deliveries#Addresses.csv,address_id
test_database#customer_deliveries#Order_Deliveries.csv,truck_id,test_database#customer_deliveries#Trucks.csv,truck_id
test_database#customer_deliveries#Order_Deliveries.csv,actual_order_id,test_database#customer_deliveries#Actual_Orders.csv,actual_order_id
test_database#customer_deliveries#Order_Deliveries.csv,location_code,test_database#customer_deliveries#Delivery_Route_Locations.csv,location_code
test_database#customer_deliveries#Order_Deliveries.csv,driver_employee_id,test_database#customer_deliveries#Employees.csv,employee_id
test_database#customers_and_addresses#Customer_Addresses.csv,address_id,test_database#customers_and_addresses#Addresses.csv,address_id
test_database#customers_and_addresses#Customer_Addresses.csv,customer_id,test_database#customers_and_addresses#Customers.csv,customer_id
test_database#customers_and_addresses#Customer_Contact_Channels.csv,customer_id,test_database#customers_and_addresses#Customers.csv,customer_id
test_database#customers_and_addresses#Customer_Orders.csv,customer_id,test_database#customers_and_addresses#Customers.csv,customer_id
test_database#customers_and_addresses#Order_Items.csv,product_id,test_database#customers_and_addresses#Products.csv,product_id
test_database#customers_and_addresses#Order_Items.csv,order_id,test_database#customers_and_addresses#Customer_Orders.csv,order_id
test_database#customers_and_invoices#Orders.csv,customer_id,test_database#customers_and_invoices#Customers.csv,customer_id
test_database#customers_and_invoices#Invoices.csv,order_id,test_database#customers_and_invoices#Orders.csv,order_id
test_database#customers_and_invoices#Accounts.csv,customer_id,test_database#customers_and_invoices#Customers.csv,customer_id
test_database#customers_and_invoices#Products.csv,production_type_code,test_database#customers_and_invoices#Product_Categories.csv,production_type_code
test_database#customers_and_invoices#Financial_Transactions.csv,invoice_number,test_database#customers_and_invoices#Invoices.csv,invoice_number
test_database#customers_and_invoices#Financial_Transactions.csv,account_id,test_database#customers_and_invoices#Accounts.csv,account_id
test_database#customers_and_invoices#Order_Items.csv,product_id,test_database#customers_and_invoices#Products.csv,product_id
test_database#customers_and_invoices#Order_Items.csv,order_id,test_database#customers_and_invoices#Orders.csv,order_id
test_database#customers_and_invoices#Invoice_Line_Items.csv,order_item_id,test_database#customers_and_invoices#Order_Items.csv,order_item_id
test_database#customers_and_invoices#Invoice_Line_Items.csv,invoice_number,test_database#customers_and_invoices#Invoices.csv,invoice_number
test_database#customers_and_invoices#Invoice_Line_Items.csv,product_id,test_database#customers_and_invoices#Products.csv,product_id
test_database#customers_and_orders#Customer_Orders.csv,customer_id,test_database#customers_and_orders#Customers.csv,customer_id
test_database#customers_and_orders#Order_Items.csv,order_id,test_database#customers_and_orders#Customer_Orders.csv,order_id
test_database#customers_and_orders#Order_Items.csv,product_id,test_database#customers_and_orders#Products.csv,product_id
test_database#customers_and_products_contacts#Customer_Address_History.csv,customer_id,test_database#customers_and_products_contacts#Customers.csv,customer_id
test_database#customers_and_products_contacts#Customer_Address_History.csv,address_id,test_database#customers_and_products_contacts#Addresses.csv,address_id
test_database#customers_and_products_contacts#Customer_Orders.csv,customer_id,test_database#customers_and_products_contacts#Customers.csv,customer_id
test_database#customers_and_products_contacts#Order_Items.csv,product_id,test_database#customers_and_products_contacts#Products.csv,product_id
test_database#customers_and_products_contacts#Order_Items.csv,order_id,test_database#customers_and_products_contacts#Customer_Orders.csv,order_id
test_database#customers_campaigns_ecommerce#Customer_Addresses.csv,premise_id,test_database#customers_campaigns_ecommerce#Premises.csv,premise_id
test_database#customers_campaigns_ecommerce#Customer_Addresses.csv,customer_id,test_database#customers_campaigns_ecommerce#Customers.csv,customer_id
test_database#customers_campaigns_ecommerce#Customer_Orders.csv,customer_id,test_database#customers_campaigns_ecommerce#Customers.csv,customer_id
test_database#customers_campaigns_ecommerce#Mailshot_Customers.csv,customer_id,test_database#customers_campaigns_ecommerce#Customers.csv,customer_id
test_database#customers_campaigns_ecommerce#Mailshot_Customers.csv,mailshot_id,test_database#customers_campaigns_ecommerce#Mailshot_Campaigns.csv,mailshot_id
test_database#customers_campaigns_ecommerce#Order_Items.csv,product_id,test_database#customers_campaigns_ecommerce#Products.csv,product_id
test_database#customers_campaigns_ecommerce#Order_Items.csv,order_id,test_database#customers_campaigns_ecommerce#Customer_Orders.csv,order_id
test_database#customers_card_transactions#Financial_Transactions.csv,card_id,test_database#customers_card_transactions#Customers_Cards.csv,card_id
test_database#customers_card_transactions#Financial_Transactions.csv,account_id,test_database#customers_card_transactions#Accounts.csv,account_id
test_database#debate#debate_people.csv,Debate_ID,test_database#debate#debate.csv,Debate_ID
test_database#debate#debate_people.csv,Affirmative,test_database#debate#people.csv,People_ID
test_database#debate#debate_people.csv,Negative,test_database#debate#people.csv,People_ID
test_database#decoration_competition#member.csv,College_ID,test_database#decoration_competition#college.csv,College_ID
test_database#decoration_competition#round.csv,Member_ID,test_database#decoration_competition#member.csv,Member_ID
test_database#department_management#management.csv,Department_ID,test_database#department_management#department.csv,Department_ID
test_database#department_management#management.csv,head_ID,test_database#department_management#head.csv,head_ID
test_database#department_store#Supplier_Addresses.csv,address_id,test_database#department_store#Addresses.csv,address_id
test_database#department_store#Supplier_Addresses.csv,supplier_id,test_database#department_store#Suppliers.csv,supplier_id
test_database#department_store#Customer_Addresses.csv,address_id,test_database#department_store#Addresses.csv,address_id
test_database#department_store#Customer_Addresses.csv,customer_id,test_database#department_store#Customers.csv,customer_id
test_database#department_store#Customer_Orders.csv,customer_id,test_database#department_store#Customers.csv,customer_id
test_database#department_store#Department_Stores.csv,dept_store_chain_id,test_database#department_store#Department_Store_Chain.csv,dept_store_chain_id
test_database#department_store#Departments.csv,dept_store_id,test_database#department_store#Department_Stores.csv,dept_store_id
test_database#department_store#Order_Items.csv,order_id,test_database#department_store#Customer_Orders.csv,order_id
test_database#department_store#Order_Items.csv,product_id,test_database#department_store#Products.csv,product_id
test_database#department_store#Product_Suppliers.csv,supplier_id,test_database#department_store#Suppliers.csv,supplier_id
test_database#department_store#Product_Suppliers.csv,product_id,test_database#department_store#Products.csv,product_id
test_database#department_store#Staff_Department_Assignments.csv,department_id,test_database#department_store#Departments.csv,department_id
test_database#department_store#Staff_Department_Assignments.csv,staff_id,test_database#department_store#Staff.csv,staff_id
test_database#device#stock.csv,Shop_ID,test_database#device#shop.csv,Shop_ID
test_database#device#stock.csv,Device_ID,test_database#device#device.csv,Device_ID
test_database#district_spokesman#spokesman_district.csv,Spokesman_ID,test_database#district_spokesman#spokesman.csv,Spokesman_ID
test_database#district_spokesman#spokesman_district.csv,District_ID,test_database#district_spokesman#district.csv,District_ID
test_database#document_management#Users.csv,role_code,test_database#document_management#Roles.csv,role_code
test_database#document_management#Documents.csv,document_structure_code,test_database#document_management#Document_Structures.csv,document_structure_code
test_database#document_management#Document_Functional_Areas.csv,document_code,test_database#document_management#Documents.csv,document_code
test_database#document_management#Document_Functional_Areas.csv,functional_area_code,test_database#document_management#Functional_Areas.csv,functional_area_code
test_database#document_management#Document_Sections.csv,document_code,test_database#document_management#Documents.csv,document_code
test_database#document_management#Document_Sections_Images.csv,section_id,test_database#document_management#Document_Sections.csv,section_id
test_database#document_management#Document_Sections_Images.csv,image_id,test_database#document_management#Images.csv,image_id
test_database#dog_kennels#Dogs.csv,breed_code,test_database#dog_kennels#Breeds.csv,breed_code
test_database#dog_kennels#Dogs.csv,size_code,test_database#dog_kennels#Sizes.csv,size_code
test_database#dog_kennels#Dogs.csv,owner_id,test_database#dog_kennels#Owners.csv,owner_id
test_database#dog_kennels#Dogs.csv,owner_id,test_database#dog_kennels#Owners.csv,owner_id
test_database#dog_kennels#Treatments.csv,treatment_type_code,test_database#dog_kennels#Treatment_Types.csv,treatment_type_code
test_database#dog_kennels#Treatments.csv,professional_id,test_database#dog_kennels#Professionals.csv,professional_id
test_database#dog_kennels#Treatments.csv,dog_id,test_database#dog_kennels#Dogs.csv,dog_id
test_database#dorm_1#Has_amenity.csv,dormid,test_database#dorm_1#Dorm.csv,dormid
test_database#dorm_1#Has_amenity.csv,amenid,test_database#dorm_1#Dorm_amenity.csv,amenid
test_database#dorm_1#Lives_in.csv,stuid,test_database#dorm_1#Student.csv,StuID
test_database#dorm_1#Lives_in.csv,dormid,test_database#dorm_1#Dorm.csv,dormid
test_database#driving_school#Staff.csv,staff_address_id,test_database#driving_school#Addresses.csv,address_id
test_database#driving_school#Customers.csv,customer_address_id,test_database#driving_school#Addresses.csv,address_id
test_database#driving_school#Customer_Payments.csv,customer_id,test_database#driving_school#Customers.csv,customer_id
test_database#driving_school#Lessons.csv,vehicle_id,test_database#driving_school#Vehicles.csv,vehicle_id
test_database#driving_school#Lessons.csv,staff_id,test_database#driving_school#Staff.csv,staff_id
test_database#driving_school#Lessons.csv,customer_id,test_database#driving_school#Customers.csv,customer_id
test_database#e_commerce#Customer_Payment_Methods.csv,customer_id,test_database#e_commerce#Customers.csv,customer_id
test_database#e_commerce#Orders.csv,customer_id,test_database#e_commerce#Customers.csv,customer_id
test_database#e_commerce#Order_Items.csv,product_id,test_database#e_commerce#Products.csv,product_id
test_database#e_commerce#Order_Items.csv,order_id,test_database#e_commerce#Orders.csv,order_id
test_database#e_commerce#Shipments.csv,invoice_number,test_database#e_commerce#Invoices.csv,invoice_number
test_database#e_commerce#Shipments.csv,order_id,test_database#e_commerce#Orders.csv,order_id
test_database#e_commerce#Shipment_Items.csv,shipment_id,test_database#e_commerce#Shipments.csv,shipment_id
test_database#e_commerce#Shipment_Items.csv,order_item_id,test_database#e_commerce#Order_Items.csv,order_item_id
test_database#e_government#Forms.csv,service_id,test_database#e_government#Services.csv,service_id
test_database#e_government#Organization_Contact_Individuals.csv,organization_id,test_database#e_government#Organizations.csv,organization_id
test_database#e_government#Organization_Contact_Individuals.csv,individual_id,test_database#e_government#Individuals.csv,individual_id
test_database#e_government#Party_Addresses.csv,address_id,test_database#e_government#Addresses.csv,address_id
test_database#e_government#Party_Addresses.csv,party_id,test_database#e_government#Parties.csv,party_id
test_database#e_government#Party_Forms.csv,party_id,test_database#e_government#Parties.csv,party_id
test_database#e_government#Party_Forms.csv,form_id,test_database#e_government#Forms.csv,form_id
test_database#e_government#Party_Services.csv,service_id,test_database#e_government#Services.csv,service_id
test_database#e_government#Party_Services.csv,customer_id,test_database#e_government#Parties.csv,party_id
test_database#e_learning#Courses.csv,author_id,test_database#e_learning#Course_Authors_and_Tutors.csv,author_id
test_database#e_learning#Courses.csv,subject_id,test_database#e_learning#Subjects.csv,subject_id
test_database#e_learning#Student_Course_Enrolment.csv,course_id,test_database#e_learning#Courses.csv,course_id
test_database#e_learning#Student_Course_Enrolment.csv,student_id,test_database#e_learning#Students.csv,student_id
test_database#e_learning#Student_Tests_Taken.csv,registration_id,test_database#e_learning#Student_Course_Enrolment.csv,registration_id
test_database#election#election.csv,Party,test_database#election#party.csv,Party_ID
test_database#election#election.csv,District,test_database#election#county.csv,County_Id
test_database#election_representative#election.csv,Representative_ID,test_database#election_representative#representative.csv,Representative_ID
test_database#employee_hire_evaluation#hiring.csv,Shop_ID,test_database#employee_hire_evaluation#shop.csv,Shop_ID
test_database#employee_hire_evaluation#hiring.csv,Employee_ID,test_database#employee_hire_evaluation#employee.csv,Employee_ID
test_database#employee_hire_evaluation#evaluation.csv,Employee_ID,test_database#employee_hire_evaluation#employee.csv,Employee_ID
test_database#entertainment_awards#nomination.csv,Artwork_ID,test_database#entertainment_awards#artwork.csv,Artwork_ID
test_database#entertainment_awards#nomination.csv,Festival_ID,test_database#entertainment_awards#festival_detail.csv,Festival_ID
test_database#entrepreneur#entrepreneur.csv,People_ID,test_database#entrepreneur#people.csv,People_ID
test_database#farm#farm_competition.csv,Host_city_ID,test_database#farm#city.csv,City_ID
test_database#farm#competition_record.csv,Competition_ID,test_database#farm#farm_competition.csv,Competition_ID
