query_table,candidate_table,query_column,candidate_column,joinable_level,column_joinable
CAN_CSV0000000000016419.csv,CAN_CSV0000000000023229.csv,Decision Category,Decision Category,4,YES
CAN_CSV0000000000023229.csv,CAN_CSV0000000000026045.csv,Decision Category,Decision Category,4,YES
CAN_CSV0000000000016419.csv,CAN_CSV0000000000023229.csv,Major Offence Group,Major Offence Group,4,YES
CAN_CSV0000000000023229.csv,CAN_CSV0000000000026045.csv,Major Offence Group,Major Offence Group,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000023229.csv,Major Offence Group,Major Offence Group,4,YES
CAN_CSV0000000000017519.csv,CAN_CSV0000000000024255.csv,BookingStartDate,BookingStartDate,4,YES
CAN_CSV0000000000017519.csv,CAN_CSV0000000000024255.csv,BookingEnddate,BookingEnddate,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,program_code,program_code,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,program_code,program_code,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,program_code,program_code,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,program_code,program_code,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,program_code,program_code,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000035271.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,program_description,program_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,program_description,program_description,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,program_description,program_description,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,program_description,program_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,program_description,program_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,agency_name,agency_name,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,agency_name,agency_name,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,account_description,account_description,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,account_type,account_type,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,department_name,department_name,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000035888.csv,department_name,department_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033288.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033774.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000035271.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,account_category,account_category,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_category,account_category,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,document_id,document_id,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,document_id,document_id,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,document_id,document_id,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,business_unit,business_unit,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,business_unit,business_unit,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,business_unit,business_unit,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000035888.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033600.csv,USA_CSV0000000000035888.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000035712.csv,USA_CSV0000000000035888.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000035269.csv,USA_CSV0000000000035888.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000035888.csv,USA_CSV0000000000036961.csv,monetary_amount,monetary_amount,4,NO
CAN_CSV0000000000004354.csv,CAN_CSV0000000000012002.csv,Variable_English,Variable_English,4,YES
CAN_CSV0000000000012002.csv,CAN_CSV0000000000020732.csv,Variable_English,Variable_English,4,YES
CAN_CSV0000000000012002.csv,CAN_CSV0000000000021238.csv,Variable_English,Variable_English,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000016419.csv,Sentence Type,Sentence Type,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000026045.csv,Sentence Type,Sentence Type,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000016419.csv,Jurisdiction,Jurisdiction,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000026045.csv,Jurisdiction,Jurisdiction,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000017604.csv,Jurisdiction,Jurisdiction,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000016419.csv,Major Offence Group,Major Offence Group,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000026045.csv,Major Offence Group,Major Offence Group,4,YES
CAN_CSV0000000000003274.csv,CAN_CSV0000000000009663.csv,Major Offence Group,Major Offence Group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035271.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035271.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035271.csv,fund_group,fund_group,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033288.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033774.csv,account_category,account_category,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035888.csv,document_id,document_id,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000035269.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036961.csv,business_unit,business_unit,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000033432.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000032324.csv,USA_CSV0000000000033600.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000032324.csv,USA_CSV0000000000035712.csv,monetary_amount,monetary_amount,4,NO
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,OrganizationLevel,OrganizationLevel,4,YES
USA_CSV0000000000034122.csv,USA_CSV0000000000035509__5.csv,OrganizationLevel,OrganizationLevel,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,ESDOrganizationId,ESDOrganizationId,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,DistrictCode,DistrictCode,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,SchoolName,SchoolName,4,YES
USA_CSV0000000000034122.csv,USA_CSV0000000000036823.csv,SchoolName,SchoolName,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,SchoolCode,SchoolCode,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,SCHOOLYEAR,SCHOOLYEAR,4,YES
USA_CSV0000000000033413.csv,USA_CSV0000000000034122.csv,DistrictName,DistrictName,4,YES
USA_CSV0000000000034122.csv,USA_CSV0000000000035509__5.csv,DistrictName,DistrictName,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000036844.csv,USA_CSV0000000000036961.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036844.csv,year_of_enactment,year_of_enactment,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,program_code,program_code,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,program_code,program_code,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,program_code,program_code,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,program_code,program_code,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,vendor_name,vendor_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,program_description,program_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,budget_reference,budget_reference,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,agency_name,agency_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,agency_name,agency_name,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,agency_name,agency_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000036844.csv,USA_CSV0000000000036961.csv,account_description,account_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036844.csv,account_description,account_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,accounting_period,accounting_period,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000036844.csv,USA_CSV0000000000036961.csv,accounting_date,accounting_date,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,account_type,account_type,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,account_type,account_type,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,account_type,account_type,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,account_type,account_type,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000036844.csv,USA_CSV0000000000036961.csv,fund_description,fund_description,4,YES
USA_CSV0000000000035888.csv,USA_CSV0000000000036844.csv,fund_description,fund_description,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,department_name,department_name,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000032324.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035712.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000036536.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000035269.csv,USA_CSV0000000000036844.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000036844.csv,USA_CSV0000000000036961.csv,fiscal_year_begin,fiscal_year_begin,4,YES
USA_CSV0000000000033432.csv,USA_CSV0000000000036844.csv,fund_group,fund_group,4,YES
USA_CSV0000000000033600.csv,USA_CSV0000000000036844.csv,fund_group,fund_group,4,YES
